_1,_2
-0.007449557902984225,79.3125
0.005372902809378015,85.175
-0.004068731069720241,132.075
0.0034519307771206475,161.3875
0.007572317034965946,167.25
-0.004925291737143921,178.975
0.005121989246675507,214.15
-0.003042409188118664,220.0125
-0.004230528537464159,249.325
0.006286605445754106,272.775
0.009845241475516376,290.3625
0.0028963674983763527,296.225
0.006865324905341965,313.8125
-0.002696837821895692,331.4
0.00910314333434946,337.2625
0.0016789879935597656,360.7125
0.0022157888616955892,378.3
0.005137246568809444,384.1625
0.0034175730534866345,401.75
-0.00022365551072977457,419.3375
0.006692839377300274,425.2
-0.0016780302263430347,442.7875
0.0075117739549271575,460.375
-0.0038949207628712723,483.825
0.0041174197383044165,501.4125
-0.008664199470663818,507.275
0.008601080767805979,513.1375
0.00544815689917433,530.725
-0.0044448528406595125,548.3125
0.004469035232059951,595.2125
-0.0039251347145737095,601.075
0.0038472643327972047,612.8
-0.004535200745867371,630.3875
-0.0033101420471066505,642.1125
0.001124543951606367,659.7
0.008245401181776572,677.2875
0.006632046831188806,683.15
