amplitude,rise_time
0.28347996089931576,70
0.2854349951124145,72
0.2873900293255132,81
0.28934506353861195,63
0.2913000977517107,64
0.2932551319648094,81
0.29521016617790813,57
0.29716520039100686,74
0.2991202346041056,62
0.3010752688172043,60
0.30303030303030304,36
0.30498533724340177,44
0.3069403714565005,66
0.3088954056695992,71
0.31085043988269795,71
0.3128054740957967,69
0.3147605083088954,49
0.31671554252199413,63
0.31867057673509286,76
0.3206256109481916,66
0.3225806451612903,60
0.32453567937438904,86
0.32649071358748777,73
0.3284457478005865,77
0.3304007820136852,39
0.33235581622678395,78
0.3343108504398827,72
0.3362658846529814,77
0.33822091886608013,78
0.34017595307917886,59
0.3421309872922776,101
0.34408602150537637,72
0.3460410557184751,79
0.3479960899315738,69
0.34995112414467255,71
0.3519061583577713,71
0.35386119257087,84
0.35581622678396874,78
0.35777126099706746,79
0.3597262952101662,75
0.3616813294232649,74
0.36363636363636365,83
0.3655913978494624,57
0.3675464320625611,79
0.36950146627565983,67
0.37145650048875856,90
0.3734115347018573,70
0.375366568914956,76
0.37732160312805474,67
0.37927663734115347,56
0.3812316715542522,58
0.3831867057673509,74
0.38514173998044965,66
0.3870967741935484,95
0.3890518084066471,62
0.39100684261974583,76
0.39296187683284456,62
0.3949169110459433,74
0.396871945259042,91
0.39882697947214074,76
0.40078201368523947,76
0.4027370478983382,79
0.4046920821114369,77
0.4066471163245357,73
0.40860215053763443,73
0.41055718475073316,65
0.4125122189638319,78
0.4144672531769306,90
0.41642228739002934,82
0.41837732160312807,63
0.4203323558162268,79
0.4222873900293255,73
0.42424242424242425,57
0.426197458455523,71
0.4281524926686217,90
0.43010752688172044,62
0.43206256109481916,63
0.4340175953079179,61
0.4359726295210166,56
0.43792766373411535,87
0.4398826979472141,50
0.4418377321603128,56
0.44379276637341153,75
0.44574780058651026,59
0.447702834799609,71
0.4496578690127077,86
0.45161290322580644,79
0.45356793743890517,80
0.4555229716520039,71
0.4574780058651026,72
0.45943304007820135,66
0.4613880742913001,85
0.4633431085043988,59
0.46529814271749753,78
0.46725317693059626,67
0.46920821114369504,79
0.47116324535679377,80
0.4731182795698925,64
0.4750733137829912,66
0.47702834799608995,82
0.4789833822091887,84
0.4809384164222874,76
0.48289345063538613,86
0.48484848484848486,73
0.4868035190615836,72
0.4887585532746823,65
0.49071358748778104,89
0.49266862170087977,78
0.4946236559139785,77
0.4965786901270772,65
0.49853372434017595,67
0.5004887585532747,62
0.5024437927663734,72
0.5043988269794721,63
0.5063538611925709,71
0.5083088954056696,66
0.5102639296187683,70
0.512218963831867,74
0.5141739980449658,66
0.5161290322580645,75
0.5180840664711632,70
0.520039100684262,63
0.5219941348973607,67
0.5239491691104594,68
0.5259042033235581,63
0.5278592375366569,84
0.5298142717497556,66
0.5317693059628543,66
0.533724340175953,65
0.5356793743890518,70
0.5376344086021505,54
0.5395894428152492,54
0.541544477028348,42
0.5434995112414467,51
0.5454545454545454,58
0.5474095796676441,61
0.5493646138807429,64
0.5513196480938416,73
0.5532746823069403,66
0.555229716520039,57
0.5571847507331378,70
0.5591397849462365,69
0.5610948191593352,71
0.5630498533724341,68
0.5650048875855328,55
0.5669599217986315,71
0.5689149560117303,78
0.570869990224829,76
0.5728250244379277,75
0.5747800586510264,70
0.5767350928641252,71
0.5786901270772239,70
0.5806451612903226,65
0.5826001955034213,78
0.5845552297165201,63
0.5865102639296188,91
0.5884652981427175,74
0.5904203323558163,66
0.592375366568915,80
0.5943304007820137,78
0.5962854349951124,76
0.5982404692082112,54
0.6001955034213099,70
0.6021505376344086,64
0.6041055718475073,83
0.6060606060606061,56
0.6080156402737048,79
0.6099706744868035,71
0.6119257086999023,57
0.613880742913001,64
0.6158357771260997,76
0.6177908113391984,73
0.6197458455522972,76
0.6217008797653959,82
0.6236559139784946,58
0.6256109481915934,48
0.6275659824046921,71
0.6295210166177908,60
0.6314760508308895,67
0.6334310850439883,73
0.635386119257087,71
0.6373411534701857,76
0.6392961876832844,49
0.6412512218963832,60
0.6432062561094819,60
0.6451612903225806,75
0.6471163245356794,73
0.6490713587487781,66
0.6510263929618768,63
0.6529814271749755,94
0.6549364613880743,61
0.656891495601173,87
0.6588465298142717,69
0.6608015640273704,71
0.6627565982404692,64
0.6647116324535679,53
0.6666666666666666,76
0.6686217008797654,68
0.6705767350928641,67
0.6725317693059628,62
0.6744868035190615,60
0.6764418377321603,62
0.678396871945259,77
0.6803519061583577,73
0.6823069403714564,85
0.6842619745845552,78
0.6862170087976539,59
0.6881720430107527,54
0.6901270772238515,54
0.6920821114369502,70
0.6940371456500489,57
0.6959921798631477,68
0.6979472140762464,75
0.6999022482893451,75
0.7018572825024438,60
0.7038123167155426,83
0.7057673509286413,57
0.70772238514174,67
0.7096774193548387,61
0.7116324535679375,61
0.7135874877810362,67
0.7155425219941349,49
0.7174975562072337,62
0.7194525904203324,71
0.7214076246334311,66
0.7233626588465298,75
0.7253176930596286,90
0.7272727272727273,73
0.729227761485826,78
0.7311827956989247,66
0.7331378299120235,80
0.7350928641251222,67
0.7370478983382209,52
0.7390029325513197,49
0.7409579667644184,71
0.7429130009775171,64
0.7448680351906158,66
0.7468230694037146,76
0.7487781036168133,58
0.750733137829912,60
0.7526881720430108,67
0.7546432062561095,67
0.7565982404692082,57
0.7585532746823069,67
0.7605083088954057,65
0.7624633431085044,56
0.7644183773216031,81
0.7663734115347018,74
0.7683284457478006,61
0.7702834799608993,70
0.772238514173998,61
0.7741935483870968,73
0.7761485826001955,70
0.7781036168132942,57
0.7800586510263929,73
0.7820136852394917,64
0.7839687194525904,61
0.7859237536656891,73
0.7878787878787878,69
0.7898338220918866,65
0.7917888563049853,72
0.793743890518084,70
0.7956989247311828,64
0.7976539589442815,66
0.7996089931573802,44
0.8015640273704789,51
0.8035190615835777,34
0.8054740957966764,38
0.8074291300097751,54
0.8093841642228738,63
0.8113391984359726,66
0.8132942326490714,54
0.8152492668621701,41
0.8172043010752689,69
0.8191593352883676,61
0.8211143695014663,69
0.823069403714565,59
0.8250244379276638,70
0.8269794721407625,57
0.8289345063538612,61
0.83088954056696,46
0.8328445747800587,69
0.8347996089931574,57
0.8367546432062561,57
0.8387096774193549,64
0.8406647116324536,63
0.8426197458455523,68
0.844574780058651,67
0.8465298142717498,61
0.8484848484848485,62
0.8504398826979472,56
0.852394916911046,60
0.8543499511241447,73
0.8563049853372434,61
0.8582600195503421,70
0.8602150537634409,56
0.8621700879765396,58
0.8641251221896383,69
0.8660801564027371,60
0.8680351906158358,61
0.8699902248289345,62
0.8719452590420332,56
0.873900293255132,52
0.8758553274682307,57
0.8778103616813294,75
0.8797653958944281,49
0.8817204301075269,53
0.8836754643206256,57
0.8856304985337243,51
0.8875855327468231,81
0.8895405669599218,66
0.8914956011730205,53
0.8934506353861192,49
0.895405669599218,49
0.8973607038123167,56
0.8993157380254154,72
0.9012707722385142,54
0.9032258064516129,72
0.9051808406647116,38
0.9071358748778103,43
0.9090909090909091,56
0.9110459433040078,49
0.9130009775171065,63
0.9149560117302052,59
0.916911045943304,68
0.9188660801564027,60
0.9208211143695014,63
0.9227761485826002,55
0.9247311827956989,47
0.9266862170087976,54
0.9286412512218963,63
0.9305962854349951,62
0.9325513196480938,41
0.9345063538611925,58
0.9364613880742912,52
0.9384164222873901,66
0.9403714565004888,45
0.9423264907135875,51
0.9442815249266863,56
0.946236559139785,49
0.9481915933528837,49
0.9501466275659824,54
0.9521016617790812,57
0.9540566959921799,43
0.9560117302052786,51
0.9579667644183774,51
0.9599217986314761,40
0.9618768328445748,56
0.9638318670576735,44
0.9657869012707723,37
0.967741935483871,55
0.9696969696969697,53
0.9716520039100685,54
0.9736070381231672,53
0.9755620723362659,57
0.9775171065493646,50
0.9794721407624634,53
0.9814271749755621,59
0.9833822091886608,49
0.9853372434017595,42
0.9872922776148583,44
0.989247311827957,48
0.9912023460410557,46
0.9931573802541545,45
0.9951124144672532,39
0.9970674486803519,59
0.9990224828934506,46
1.0009775171065494,37
1.002932551319648,51
1.0048875855327468,39
1.0068426197458455,45
1.0087976539589443,49
1.010752688172043,32
1.0127077223851417,48
1.0146627565982405,44
1.0166177908113392,38
1.018572825024438,48
1.0205278592375366,37
1.0224828934506354,51
1.024437927663734,39
1.0263929618768328,40
1.0283479960899315,54
1.0303030303030303,38
1.032258064516129,38
1.0342130987292277,40
1.0361681329423265,38
1.0381231671554252,39
1.040078201368524,31
1.0420332355816226,31
1.0439882697947214,33
1.04594330400782,35
1.0478983382209188,41
1.0498533724340176,31
1.0518084066471163,38
1.053763440860215,50
1.0557184750733137,39
1.0576735092864125,38
1.0596285434995112,26
1.06158357771261,40
1.0635386119257086,39
1.0654936461388074,24
1.067448680351906,35
1.0694037145650048,31
1.0713587487781036,36
1.0733137829912023,41
1.075268817204301,33
1.0772238514173997,30
1.0791788856304985,42
1.0811339198435972,33
1.083088954056696,41
1.0850439882697946,35
1.0869990224828934,37
1.088954056695992,36
1.0909090909090908,36
1.0928641251221896,49
1.0948191593352883,36
1.096774193548387,40
1.0987292277614857,40
1.1006842619745845,36
1.1026392961876832,34
1.104594330400782,36
1.1065493646138806,31
1.1085043988269794,33
1.110459433040078,36
1.1124144672531768,27
1.1143695014662756,33
1.1163245356793743,32
1.118279569892473,40
1.1202346041055717,21
1.1221896383186705,28
1.1241446725317692,35
1.1260997067448681,30
1.1280547409579669,30
1.1300097751710656,29
1.1319648093841643,31
1.133919843597263,34
1.1358748778103618,31
1.1378299120234605,33
1.1397849462365592,36
1.141739980449658,33
1.1436950146627567,29
1.1456500488758554,32
1.1476050830889541,36
1.1495601173020529,33
1.1515151515151516,40
1.1534701857282503,32
1.155425219941349,22
1.1573802541544478,30
1.1593352883675465,21
1.1612903225806452,24
1.163245356793744,29
1.1652003910068427,31
1.1671554252199414,26
1.1691104594330402,43
1.1710654936461389,25
1.1730205278592376,13
1.1749755620723363,29
1.176930596285435,24
1.1788856304985338,29
1.1808406647116325,22
1.1827956989247312,28
1.18475073313783,26
1.1867057673509287,30
1.1886608015640274,19
1.1906158357771262,21
1.1925708699902249,34
1.1945259042033236,31
1.1964809384164223,32
1.198435972629521,22
1.2003910068426198,25
1.2023460410557185,38
1.2043010752688172,19
1.206256109481916,23
1.2082111436950147,34
1.2101661779081134,26
1.2121212121212122,26
1.2140762463343109,25
1.2160312805474096,22
1.2179863147605083,19
1.219941348973607,17
1.2218963831867058,29
1.2238514173998045,25
1.2258064516129032,22
1.227761485826002,29
1.2297165200391007,16
1.2316715542521994,14
1.2336265884652982,18
1.2355816226783969,27
1.2375366568914956,24
1.2394916911045943,25
1.241446725317693,25
1.2434017595307918,23
1.2453567937438905,17
1.2473118279569892,17
1.249266862170088,14
1.2512218963831867,17
1.2531769305962854,23
1.2551319648093842,23
1.2570869990224829,20
1.2590420332355816,22
1.2609970674486803,14
1.262952101661779,32
1.2649071358748778,32
1.2668621700879765,24
1.2688172043010753,17
1.270772238514174,17
1.2727272727272727,19
1.2746823069403714,15
1.2766373411534702,17
1.278592375366569,17
1.2805474095796676,8
1.2825024437927663,8
1.284457478005865,11
1.2864125122189638,21
1.2883675464320625,18
1.2903225806451613,14
1.29227761485826,18
1.2942326490713587,13
1.2961876832844574,16
1.2981427174975562,14
1.300097751710655,13
1.3020527859237536,16
1.3040078201368523,16
1.305962854349951,23
1.3079178885630498,14
1.3098729227761485,18
1.3118279569892473,13
1.313782991202346,11
1.3157380254154447,6
1.3176930596285434,16
1.3196480938416422,15
1.321603128054741,11
1.3235581622678396,19
1.3255131964809383,14
1.327468230694037,9
1.3294232649071358,17
1.3313782991202345,12
1.3333333333333333,14
1.335288367546432,19
1.3372434017595307,17
1.3391984359726294,9
1.3411534701857282,16
1.343108504398827,17
1.3450635386119256,17
1.3470185728250244,17
1.348973607038123,21
1.3509286412512218,15
1.3528836754643205,12
1.3548387096774193,12
1.356793743890518,12
1.3587487781036167,11
1.3607038123167154,12
1.3626588465298142,14
1.364613880742913,12
1.3665689149560116,13
1.3685239491691104,12
1.370478983382209,11
1.3724340175953078,11
1.3743890518084065,10
1.3763440860215055,16
1.3782991202346042,5
1.380254154447703,7
1.3822091886608017,11
1.3841642228739004,9
1.3861192570869991,15
1.3880742913000979,15
1.3900293255131966,7
1.3919843597262953,9
1.393939393939394,10
1.3958944281524928,9
1.3978494623655915,9
1.3998044965786902,4
1.401759530791789,7
1.4037145650048877,8
1.4056695992179864,10
1.4076246334310851,12
1.4095796676441839,11
1.4115347018572826,3
1.4134897360703813,8
1.41544477028348,16
1.4173998044965788,9
1.4193548387096775,7
1.4213098729227762,10
1.423264907135875,12
1.4252199413489737,3
1.4271749755620724,11
1.4291300097751711,9
1.4310850439882699,11
1.4330400782013686,11
1.4349951124144673,5
1.436950146627566,3
1.4389051808406648,8
1.4408602150537635,3
1.4428152492668622,7
1.444770283479961,8
1.4467253176930597,7
1.4486803519061584,12
1.4506353861192571,6
1.4525904203323559,3
1.4545454545454546,8
1.4565004887585533,10
1.458455522971652,1
1.4604105571847508,9
1.4623655913978495,8
1.4643206256109482,7
1.466275659824047,14
1.4682306940371457,6
1.4701857282502444,7
1.4721407624633431,10
1.4740957966764419,7
1.4760508308895406,11
1.4780058651026393,3
1.479960899315738,3
1.4819159335288368,9
1.4838709677419355,5
1.4858260019550342,6
1.487781036168133,8
1.4897360703812317,9
1.4916911045943304,6
1.4936461388074291,5
1.4956011730205279,7
1.4975562072336266,5
1.4995112414467253,4
1.501466275659824,4
1.5034213098729228,9
1.5053763440860215,8
1.5073313782991202,4
1.509286412512219,2
1.5112414467253177,5
1.5131964809384164,10
1.5151515151515151,6
1.5171065493646139,4
1.5190615835777126,3
1.5210166177908113,5
1.52297165200391,5
1.5249266862170088,12
1.5268817204301075,3
1.5288367546432062,8
1.530791788856305,3
1.5327468230694037,10
1.5347018572825024,8
1.5366568914956011,2
1.5386119257086999,7
1.5405669599217986,7
1.5425219941348973,6
1.544477028347996,6
1.5464320625610948,5
1.5483870967741935,2
1.5503421309872922,6
1.552297165200391,4
1.5542521994134897,7
1.5562072336265884,4
1.5581622678396871,5
1.5601173020527859,7
1.5620723362658846,3
1.5640273704789833,8
1.5679374389051808,5
1.5698924731182795,4
1.5718475073313782,7
1.573802541544477,3
1.5777126099706744,5
1.5796676441837731,3
1.5816226783968719,2
1.5835777126099706,2
1.5855327468230693,2
1.587487781036168,4
1.5894428152492668,4
1.5913978494623655,5
1.5933528836754642,7
1.595307917888563,3
1.5972629521016617,4
1.5992179863147604,5
1.6011730205278591,2
1.6031280547409579,4
1.6050830889540566,2
1.6070381231671553,3
1.608993157380254,8
1.6109481915933528,2
1.6129032258064515,3
1.6148582600195502,1
1.616813294232649,4
1.6187683284457477,6
1.6207233626588464,3
1.6226783968719452,4
1.6246334310850439,6
1.6265884652981428,2
1.6285434995112416,2
1.6304985337243403,4
1.632453567937439,10
1.6344086021505377,6
1.6363636363636365,3
1.6383186705767352,6
1.640273704789834,6
1.6422287390029326,2
1.6441837732160314,5
1.64613880742913,3
1.6480938416422288,6
1.6500488758553276,5
1.6520039100684263,3
1.653958944281525,2
1.6559139784946237,4
1.6578690127077225,6
1.6598240469208212,8
1.66177908113392,4
1.6637341153470186,3
1.6656891495601174,7
1.667644183773216,8
1.6695992179863148,5
1.6715542521994136,1
1.6735092864125123,3
1.675464320625611,6
1.6774193548387097,3
1.6793743890518085,3
1.6813294232649072,4
1.683284457478006,5
1.6852394916911047,4
1.6871945259042034,4
1.689149560117302,2
1.6911045943304008,1
1.6930596285434996,2
1.6950146627565983,3
1.696969696969697,3
1.6989247311827957,3
1.7008797653958945,5
1.7028347996089932,2
1.704789833822092,2
1.7067448680351907,3
1.7086999022482894,6
1.710654936461388,2
1.7126099706744868,5
1.7145650048875856,9
1.7165200391006843,7
1.718475073313783,7
1.7204301075268817,4
1.7223851417399805,4
1.7243401759530792,4
1.726295210166178,6
1.7282502443792767,4
1.7302052785923754,8
1.7321603128054741,6
1.7341153470185728,10
1.7360703812316716,3
1.7380254154447703,8
1.739980449657869,2
1.7419354838709677,7
1.7438905180840665,8
1.7458455522971652,10
1.747800586510264,5
1.7497556207233627,10
1.7517106549364614,4
1.7536656891495601,5
1.7556207233626588,8
1.7575757575757576,8
1.7595307917888563,9
1.761485826001955,11
1.7634408602150538,6
1.7653958944281525,12
1.7673509286412512,4
1.76930596285435,4
1.7712609970674487,10
1.7732160312805474,14
1.7751710654936461,9
1.7771260997067448,6
1.7790811339198436,5
1.7810361681329423,7
1.782991202346041,6
1.7849462365591398,4
1.7869012707722385,8
1.7888563049853372,10
1.790811339198436,8
1.7927663734115347,13
1.7947214076246334,8
1.7966764418377321,13
1.7986314760508308,12
1.8005865102639296,13
1.8025415444770283,18
1.804496578690127,15
1.8064516129032258,16
1.8084066471163245,19
1.8103616813294232,16
1.812316715542522,22
1.8142717497556207,10
1.8162267839687194,18
1.8181818181818181,16
1.8201368523949168,10
1.8220918866080156,22
1.8240469208211143,14
1.826001955034213,18
1.8279569892473118,13
1.8299120234604105,19
1.8318670576735092,18
1.833822091886608,15
1.8357771260997067,17
1.8377321603128054,17
1.8396871945259041,23
1.8416422287390029,24
1.8435972629521016,31
1.8455522971652003,27
1.847507331378299,24
1.8494623655913978,24
1.8514173998044965,24
1.8533724340175952,39
1.855327468230694,52
1.8572825024437927,50
1.8592375366568914,47
1.8611925708699901,77
1.8631476050830889,70
1.8651026392961876,54
1.8670576735092863,52
1.869012707722385,43
1.8709677419354838,30
1.8729227761485825,20
1.8748778103616812,11
1.8768328445747802,5
1.878787878787879,1
