_1,_2
0.006889930996789584,67.5875
0.004671797630686703,73.45
0.004868788676086866,79.3125
0.005591268384673165,85.175
0.004187980295840832,91.0375
0.0006655874800429729,96.9
-0.00015402293738747685,102.7625
-0.0030581704547953947,108.625
-0.0037105138989713127,114.4875
-0.001852136928615189,120.35
-0.00007914151483684462,126.2125
-0.0006015171202707892,132.075
-0.0031368867750428686,137.9375
-0.0029693662576062985,143.8
-0.004722565851917271,149.6625
-0.004612536750758456,155.525
-0.002384736531573617,161.3875
-0.00009534834205754406,167.25
0.0002534693862050186,173.1125
-0.0017298184597472344,178.975
-0.002047143651884409,184.8375
-0.0022690493831168945,190.7
-0.004244290418369601,196.5625
-0.004091750959545004,202.425
-0.001909075569903218,208.2875
0.00010059751817387275,214.15
0.00020644313833734218,220.0125
-0.00157780025853399,225.875
-0.001632466312495029,231.7375
-0.0032210652510797355,237.6
-0.0027218803262113456,243.4625
-0.0008356135703769807,249.325
0.0007384502629501632,255.1875
0.000236671745919792,261.05
-0.0016106198604707855,266.9125
-0.0010621776140308792,272.775
-0.003119635112976693,278.6375
-0.002781925572992394,284.5
-0.0004268059889975806,290.3625
0.0012455045484813243,296.225
0.0007646296173173805,302.0875
-0.0014281153521768508,307.95
-0.000765827794305951,313.8125
-0.003057132251195749,319.675
-0.003386670999650676,325.5375
-0.0009227307771194626,331.4
0.0018402657950528645,337.2625
0.00196455477376839,343.125
-0.0008941652043001902,348.9875
-0.0010905369083634708,354.85
-0.0011436940541556528,360.7125
-0.0033090179043335777,366.575
-0.0030359737808842713,372.4375
-0.0005043999713420511,378.3
0.0021624555852569616,384.1625
0.0020587005914943224,390.025
-0.0003187486065527323,395.8875
-0.0006235156557577448,401.75
-0.0025795468406568656,407.6125
-0.0026499528537337613,413.475
-0.0006203365674391503,419.3375
0.001477823798171407,425.2
0.001490875481075793,431.0625
-0.0003854702547623212,436.925
-0.0003690765916750105,442.7875
-0.0028072029193989545,448.65
-0.0026516372838450986,454.5125
0.00009053161441563429,460.375
0.0025839380578611126,466.2375
0.0018944390385857712,472.1
-0.0012380368983140877,477.9625
-0.000908382502306404,483.825
-0.002328571668196666,489.6875
-0.0016771464307720474,495.55
0.00032541046876155555,501.4125
0.0019854015815494175,507.275
0.0014933024429635844,513.1375
-0.0005056075429605844,519
-0.00019573171632075725,524.8625
-0.000020738100916128932,530.725
-0.0028329303694722974,536.5875
-0.003002490955210768,542.45
-0.00054510107603567,548.3125
0.001946895742465815,554.175
0.002057259016161661,560.0375
-0.0003920858171480579,565.9
-0.000022146326163541286,571.7625
-0.0023973523706734556,577.625
-0.0028356075037316852,583.4875
-0.0008100419839813799,589.35
0.0017586388667335529,595.2125
0.0028084982345535914,601.075
0.0005574965589175696,606.9375
6.43100816488662e-8,612.8
-0.00274489497983188,618.6625
-0.00307971774121385,624.525
-0.0011098002678063823,630.3875
0.0011914621578619222,636.25
0.0014030632901517737,642.1125
-0.0005881442252341773,647.975
-0.0003967996646916383,653.8375
-0.00002685351963416238,659.7
-0.002202076088177185,665.5625
-0.002472656604136203,671.425
-0.00011111573979594169,677.2875
0.002205399923233653,683.15
0.0016367827423030556,689.0125
-0.0012153103948540633,694.875
-0.0009830472124455203,700.7375
-0.0025037800891843376,706.6
-0.0020295804098180437,712.4625
-0.0002040493882388139,718.325
0.001674286894423782,724.1875
