x,y
50,-0.0018851214141589133
55.8625,-0.0009057867386090755
61.725,-0.0006189255483377211
67.5875,-0.0001723788759661167
73.45,0.00007841968051057257
79.3125,-0.00005806468061799868
85.175,-0.0004201007168128088
91.0375,-0.00037032010517938586
96.9,-0.0003175912950821637
102.7625,-0.0003033254551457431
108.625,0.00010286000223285344
114.4875,0.0003097119304165856
120.35,0.00010666267022126984
126.2125,-0.00026078850833313565
132.075,-0.00020194875371731387
137.9375,-0.00013523915367798836
143.8,-0.00014014247276351107
149.6625,0.00019938842817429978
155.525,0.00038526127153099476
161.3875,0.0002250069013030815
167.25,-0.00013940043647673366
173.1125,-0.00019621433160677497
178.975,-0.00004598984421063201
184.8375,-0.00018738991611813935
190.7,-0.00015545429223267433
196.5625,0.00019916544549819983
202.425,0.0003575563733662158
208.2875,0.00018042803481795752
214.15,-0.00014314693191538202
220.0125,-0.00015683662693666248
225.875,-0.00014015053241328394
231.7375,-0.00009291377515704283
237.6,0.0002034500367337111
243.4625,0.00029512414406494776
249.325,0.00009145290544108919
255.1875,-0.0002003471320614878
261.05,-0.00011077606481455453
266.9125,-0.0001287006611945319
272.775,-0.00014667359991142956
278.6375,0.00022966559692785563
284.5,0.0003434908419167344
290.3625,0.00010161497708443018
296.225,-0.00022802728363822313
302.0875,-0.00013052941676958027
307.95,-0.00013893534319990575
313.8125,-0.00022352607295050912
319.675,0.0001820385052517117
325.5375,0.00044579418291714737
331.4,0.00024625036681346247
337.2625,-0.00023321373128810659
343.125,-0.000260562190373719
348.9875,-0.000021281778239271815
354.85,-0.00018920946660725736
360.7125,-0.00016138846283399698
366.575,0.00023919982370929825
372.4375,0.0004433628457263303
378.3,0.00021860132732079776
384.1625,-0.00021161656220125194
390.025,-0.0002287604475268283
395.8875,-0.00019281861271677007
401.75,-0.00017283046464614183
407.6125,0.0001670968250079097
413.475,0.0003520491813991625
419.3375,0.0001800607290844298
425.2,-0.00015891633713720468
431.0625,-0.0001586313068444179
436.925,-0.0002065443637216771
442.7875,-0.00019467468589937054
448.65,0.00024714153806520967
454.5125,0.00044653094598773573
460.375,0.00015385137946013932
466.2375,-0.0003259680133198495
472.1,-0.0002390466132957115
477.9625,-0.00009300936203689352
483.825,-0.00006556621991178183
489.6875,0.00022635242106253448
495.55,0.00031237083260737505
501.4125,0.00009960699140316146
507.275,-0.00021245280379616428
513.1375,-0.00014405408607968907
519,0.00004135347053684069
524.8625,-0.00022492099387220405
530.725,-0.0002543072796839816
536.5875,0.00019512403355536665
542.45,0.00042212253285088455
548.3125,0.00022194968803389102
554.175,-0.00019948670018029153
560.0375,-0.00017734800360982966
565.9,-0.00017102486597231955
571.7625,-0.00023995404499515272
577.625,0.00013537828457927715
583.4875,0.0003918333791441569
589.35,0.0003086175026469078
595.2125,-0.00010244284075190152
601.075,-0.00023952528140485835
606.9375,-0.00028165386257990625
612.8,-0.0002626679787885242
618.6625,0.0001394537067825543
624.525,0.0003642797355288504
630.3875,0.00021431672136103843
636.25,-0.0001517787959996634
642.1125,-0.00015350643538109734
647.975,0.00004787127553091772
653.8375,-0.00015396813846358997
659.7,-0.00020859727799591127
665.5625,0.0001783335051924254
671.425,0.00039898136693985894
677.2875,0.00014907449740716842
683.15,-0.00029174501646803873
689.0125,-0.00022343965498921925
694.875,-0.00010989080548658746
700.7375,-0.00008925656267569147
706.6,0.00019613907897189702
712.4625,0.00031589486603341745
